family,genus,species,wd,region,referenceNumber,regionId
Myrtaceae,Eucalyptus,camaldulensis,0.91,Australia,60,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.49,China,33,China
Myrtaceae,Eucalyptus,camaldulensis,0.602,China,33,China
Myrtaceae,Eucalyptus,cambageana,0.968,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cambageana,0.984,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cambageana,0.977,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,campanulata,0.827,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,campanulata,0.74,Australia,90,Australia
Myrtaceae,Eucalyptus,campanulata,0.728,Australia,90,Australia
Myrtaceae,Eucalyptus,campanulata,0.827,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,campaspe,0.844,Australia,90,Australia
Myrtaceae,Eucalyptus,campaspe,0.932,Australia,90,Australia
Myrtaceae,Eucalyptus,capillosa,0.963,Australia,90,Australia
Myrtaceae,Eucalyptus,capitellata,0.658,Australia,90,Australia
Myrtaceae,Eucalyptus,capitellata,0.752,Australia,90,Australia
Myrtaceae,Eucalyptus,carnea,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,carnea,0.794,Australia,90,Australia
Myrtaceae,Eucalyptus,carnea,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,carnei,0.957,Australia,90,Australia
Myrtaceae,Eucalyptus,celastroides,0.97,Australia,90,Australia
Myrtaceae,Eucalyptus,ceratocorys,0.969,Australia,90,Australia
Myrtaceae,Eucalyptus,cinerea,0.657,Australia,90,Australia
Myrtaceae,Eucalyptus,citriodora,0.833,China,33,China
Myrtaceae,Eucalyptus,citriodora,0.8,Australia,129,Australia
Myrtaceae,Eucalyptus,citriodora,0.81,Australia,60,Australia
Myrtaceae,Eucalyptus,citriodora,0.774,China,33,China
Myrtaceae,Eucalyptus,cladocalyx,0.865,Australia,90,Australia
Myrtaceae,Eucalyptus,clelandii,0.974,Australia,90,Australia
Myrtaceae,Eucalyptus,clelandii,0.959,Australia,90,Australia
Myrtaceae,Eucalyptus,cloeziana,0.838,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cloeziana,0.827,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cloeziana,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,concinna,0.917,Australia,90,Australia
Myrtaceae,Eucalyptus,confertiflora,0.87,Australia/PNG_(tropical),27,AustraliaTrop
Myrtaceae,Eucalyptus,conica,0.926,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,consideniana,0.76,Australia,90,Australia
Myrtaceae,Eucalyptus,consideniana,0.764,Australia,90,Australia
Myrtaceae,Eucalyptus,coolabah,0.994,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,coolabah,0.887,Australia,90,Australia
Myrtaceae,Eucalyptus,coolabah,0.994,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cornuta,0.906,Australia,90,Australia
Myrtaceae,Eucalyptus,corrugata,0.987,Australia,90,Australia
Myrtaceae,Eucalyptus,crebra,0.926,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,crebra,0.951,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,crebra,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cullenii,0.977,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,cylindrocarpa,0.954,Australia,90,Australia
Myrtaceae,Eucalyptus,cypellocarpa,0.704,Australia,90,Australia
Myrtaceae,Eucalyptus,cypellocarpa,0.6,Australia,90,Australia
Myrtaceae,Eucalyptus,dalrympleana,0.556,Australia,90,Australia
Myrtaceae,Eucalyptus,dalrympleana,0.624,Australia,90,Australia
Myrtaceae,Eucalyptus,dealbata,0.812,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,dealbata,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,deanei,0.609,Australia,90,Australia
Myrtaceae,Eucalyptus,deanei,0.663,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,decorticans,0.96,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,decorticans,1.03,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,decorticans,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,deglupta,0.46,Australia,119,Australia
Myrtaceae,Eucalyptus,deglupta,0.3,Australia,60,Australia
Myrtaceae,Eucalyptus,deglupta,0.44,Australia,60,Australia
Myrtaceae,Eucalyptus,deglupta,0.594,Australia/PNG_(tropical),27,AustraliaTrop
Myrtaceae,Eucalyptus,delegatensis,0.549,Australia,90,Australia
Myrtaceae,Eucalyptus,delegatensis,0.564,Australia,90,Australia
Myrtaceae,Eucalyptus,diptera,0.875,Australia,90,Australia
Myrtaceae,Eucalyptus,diversicolor,0.775,Australia,40,Australia
Myrtaceae,Eucalyptus,diversicolor,0.7,Australia,38,Australia
Myrtaceae,Eucalyptus,diversicolor,0.774,Australia,203,Australia
Myrtaceae,Eucalyptus,diversicolor,0.746,Australia,90,Australia
Myrtaceae,Eucalyptus,diversicolor,0.739,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,dives,0.617,Australia,90,Australia
Myrtaceae,Eucalyptus,dives,0.648,Australia,90,Australia
Myrtaceae,Eucalyptus,dives,0.687,Australia,90,Australia
Myrtaceae,Eucalyptus,dundasii,0.945,Australia,90,Australia
Myrtaceae,Eucalyptus,dunnii,0.639,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,dunnii,0.689,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,ebbanoensis,0.72,Australia,90,Australia
Myrtaceae,Eucalyptus,ebbanoensis,0.899,Australia,90,Australia
Myrtaceae,Eucalyptus,elata,0.618,Australia,90,Australia
Myrtaceae,Eucalyptus,elata,0.674,Australia,90,Australia
Myrtaceae,Eucalyptus,elata,0.674,Australia,90,Australia
Myrtaceae,Eucalyptus,eremicola,0.88,Australia,90,Australia
Myrtaceae,Eucalyptus,eremophila,0.919,Australia,90,Australia
Myrtaceae,Eucalyptus,erythrocorys,0.704,Australia,90,Australia
Myrtaceae,Eucalyptus,erythronema,0.892,Australia,90,Australia
Myrtaceae,Eucalyptus,eudesmioides,0.608,Australia,90,Australia
Myrtaceae,Eucalyptus,eugenioides,0.74,Australia,90,Australia
Myrtaceae,Eucalyptus,eugenioides,0.72,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,eugenioides,0.719,Australia,90,Australia
Myrtaceae,Eucalyptus,eugenioides,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,eugenioides,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,eugenioides,0.709,Australia,90,Australia
Myrtaceae,Eucalyptus,eugenioides,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,ewartiana,0.902,Australia,90,Australia
Myrtaceae,Eucalyptus,eximia,0.714,Australia,90,Australia
Myrtaceae,Eucalyptus,exserta,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,exserta,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,fastigata,0.618,Australia,90,Australia
Myrtaceae,Eucalyptus,fastigata,0.597,Australia,90,Australia
Myrtaceae,Eucalyptus,fastigata,0.586,Australia,90,Australia
Myrtaceae,Eucalyptus,fastigata,0.577,Australia,90,Australia
Myrtaceae,Eucalyptus,fibrosa,0.964,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,fibrosa,0.964,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,flavida,0.912,Australia,90,Australia
Myrtaceae,Eucalyptus,flocktoniae,0.925,Australia,90,Australia
Myrtaceae,Eucalyptus,formanii,0.96,Australia,90,Australia
Myrtaceae,Eucalyptus,fraxinoides,0.499,Australia,90,Australia
Myrtaceae,Eucalyptus,gamophylla,0.656,Australia,90,Australia
Myrtaceae,Eucalyptus,globoidea,0.693,Australia,90,Australia
Myrtaceae,Eucalyptus,globoidea,0.709,Australia,90,Australia
Myrtaceae,Eucalyptus,globoidea,0.643,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.804,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.8,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.75,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.785,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.785,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.622,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.727,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.722,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.785,Australia,90,Australia
Myrtaceae,Eucalyptus,globulus,0.64,Australia,129,Australia
Myrtaceae,Eucalyptus,globulus,0.52,Australia,60,Australia
Myrtaceae,Eucalyptus,glomerosa,0.826,Australia,90,Australia
Myrtaceae,Eucalyptus,gomphocephala,0.868,Australia,90,Australia
Myrtaceae,Eucalyptus,gomphocephala,0.868,Australia,90,Australia
Myrtaceae,Eucalyptus,gongylocarpa,0.816,Australia,90,Australia
Myrtaceae,Eucalyptus,gongylocarpa,0.89,Australia,90,Australia
Myrtaceae,Eucalyptus,goniocalyx,0.803,Australia,90,Australia
Myrtaceae,Eucalyptus,goniocalyx,0.789,Australia,90,Australia
Myrtaceae,Eucalyptus,goniocalyx,0.738,Australia,90,Australia
Myrtaceae,Eucalyptus,gracilis,0.919,Australia,90,Australia
Myrtaceae,Eucalyptus,grandis,0.631,Australia,90,Australia
Myrtaceae,Eucalyptus,grandis,0.666,Australia,90,Australia
Myrtaceae,Eucalyptus,grandis,0.689,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,griffithsii,1.013,Australia,90,Australia
Myrtaceae,Eucalyptus,gummifera,0.7,Australia,136,Australia
Myrtaceae,Eucalyptus,haemastoma,0.707,Australia,90,Australia
Myrtaceae,Eucalyptus,haemastoma,0.718,Australia,90,Australia
Myrtaceae,Eucalyptus,haematoxylon,0.745,Australia,90,Australia
Myrtaceae,Eucalyptus,intermedia,0.787,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,intermedia,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,intermedia,0.78,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,intermedia,0.752,Australia,90,Australia
Myrtaceae,Eucalyptus,intertexta,1.031,Australia,90,Australia
Myrtaceae,Eucalyptus,jacksonii,0.624,Australia,90,Australia
Myrtaceae,Eucalyptus,kingsmillii,0.884,Australia,90,Australia
Myrtaceae,Eucalyptus,kirtoniana,0.813,Australia,90,Australia
Myrtaceae,Eucalyptus,largiflorens,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,largiflorens,0.929,Australia,90,Australia
Myrtaceae,Eucalyptus,largiflorens,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,leptophleba,0.964,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,leptopoda,0.92,Australia,90,Australia
Myrtaceae,Eucalyptus,lesouefii,0.938,Australia,90,Australia
Myrtaceae,Eucalyptus,lesouefii,0.927,Australia,90,Australia
Myrtaceae,Eucalyptus,lesouefii,0.983,Australia,90,Australia
Myrtaceae,Eucalyptus,leucoxylon,0.839,Australia,90,Australia
Myrtaceae,Eucalyptus,leucoxylon,0.883,Australia,90,Australia
Myrtaceae,Eucalyptus,livida,0.957,Australia,90,Australia
Myrtaceae,Eucalyptus,longicornis,0.999,Australia,90,Australia
Myrtaceae,Eucalyptus,longicornis,1.006,Australia,90,Australia
Myrtaceae,Eucalyptus,longicornis,0.932,Australia,90,Australia
Myrtaceae,Eucalyptus,longicornis,0.94,Australia,90,Australia
Myrtaceae,Eucalyptus,longicornis,0.945,Australia,90,Australia
Myrtaceae,Eucalyptus,longicornis,0.961,Australia,90,Australia
Myrtaceae,Eucalyptus,longifolia,0.871,Australia,90,Australia
Myrtaceae,Eucalyptus,longifolia,0.887,Australia,90,Australia
Myrtaceae,Eucalyptus,loxophleba,0.974,Australia,90,Australia
Myrtaceae,Eucalyptus,lucasii,0.95,Australia,90,Australia
Myrtaceae,Eucalyptus,macarthurii,0.644,Australia,90,Australia
Myrtaceae,Eucalyptus,macrorhyncha,0.726,Australia,90,Australia
Myrtaceae,Eucalyptus,macrorhyncha,0.7,Australia,90,Australia
Myrtaceae,Eucalyptus,maidenii,0.75,Australia,136,Australia
Myrtaceae,Eucalyptus,major,0.908,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,mannifera,0.672,Australia,90,Australia
Myrtaceae,Eucalyptus,marginata,0.706,Australia,40,Australia
Myrtaceae,Eucalyptus,marginata,0.723,Australia,203,Australia
Myrtaceae,Eucalyptus,marginata,0.687,Australia,90,Australia
Myrtaceae,Eucalyptus,marginata,0.708,Australia,90,Australia
Myrtaceae,Eucalyptus,megacarpa,0.583,Australia,90,Australia
Myrtaceae,Eucalyptus,melanophloia,0.916,Australia,90,Australia
Myrtaceae,Eucalyptus,melanophloia,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,melanoxylon,0.969,Australia,90,Australia
Myrtaceae,Eucalyptus,melanoxylon,0.923,Australia,90,Australia
Myrtaceae,Eucalyptus,melanoxylon,1.003,Australia,90,Australia
Myrtaceae,Eucalyptus,melliodora,0.91,Australia,90,Australia
Myrtaceae,Eucalyptus,melliodora,0.919,Australia,90,Australia
Myrtaceae,Eucalyptus,melliodora,0.895,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,microcarpa,0.951,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,microcarpa,0.835,Australia,90,Australia
Myrtaceae,Eucalyptus,microcarpa,0.951,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,microcorys,0.828,Australia,90,Australia
Myrtaceae,Eucalyptus,microcorys,0.829,Australia,90,Australia
Myrtaceae,Eucalyptus,microcorys,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,microtheca,0.919,Australia,90,Australia
Myrtaceae,Eucalyptus,microtheca,0.994,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,miniata,0.921,Australia,90,Australia
Myrtaceae,Eucalyptus,miniata,0.915,Australia,90,Australia
Myrtaceae,Eucalyptus,miniata,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,moluccana,0.937,Australia,90,Australia
Myrtaceae,Eucalyptus,moluccana,0.954,Australia,90,Australia
Myrtaceae,Eucalyptus,moluccana,0.951,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,moluccana,0.951,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,muelleriana,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,muelleriana,0.73,Australia,90,Australia
Myrtaceae,Eucalyptus,muelleriana,0.734,Australia,90,Australia
Myrtaceae,Eucalyptus,nitens,0.553,Australia,90,Australia
Myrtaceae,Eucalyptus,nitens,0.567,Australia,90,Australia
Myrtaceae,Eucalyptus,nitens,0.469,Australia,90,Australia
Myrtaceae,Eucalyptus,nitens,0.57,Australia,60,Australia
Myrtaceae,Eucalyptus,normantonensis,1.05,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,normantonensis,1.05,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,nova-anglica,0.689,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,nowraensis,0.768,Australia,90,Australia
Myrtaceae,Eucalyptus,obliqua,0.582,Australia,90,Australia
Myrtaceae,Eucalyptus,obliqua,0.625,Australia,90,Australia
Myrtaceae,Eucalyptus,obliqua,0.642,Australia,90,Australia
Myrtaceae,Eucalyptus,obliqua,0.663,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,obliqua,0.548,Australia,90,Australia
Myrtaceae,Eucalyptus,ochrophloia,0.964,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,odontocarpa,0.72,Australia,90,Australia
Myrtaceae,Eucalyptus,oleosa,1.008,Australia,90,Australia
Myrtaceae,Eucalyptus,oleosa,1.059,Australia,90,Australia
Myrtaceae,Eucalyptus,orbifolia,0.975,Australia,90,Australia
Myrtaceae,Eucalyptus,oreades,0.506,Australia,90,Australia
Myrtaceae,Eucalyptus,oreades,0.607,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,orgadophila,1.059,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,ovata,0.676,Australia,90,Australia
Myrtaceae,Eucalyptus,ovata,0.6,Australia,90,Australia
Myrtaceae,Eucalyptus,ovata,0.657,Australia,90,Australia
Myrtaceae,Eucalyptus,pachycalyx,0.895,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,pachyphylla,0.925,Australia,90,Australia
Myrtaceae,Eucalyptus,paniculata,0.933,Australia,90,Australia
Myrtaceae,Eucalyptus,paniculata,0.921,Australia,90,Australia
Myrtaceae,Eucalyptus,paniculata,0.934,Australia,90,Australia
Myrtaceae,Eucalyptus,papuana,0.87,Australia/PNG_(tropical),27,AustraliaTrop
Myrtaceae,Eucalyptus,parramattensis,0.718,Australia,90,Australia
Myrtaceae,Eucalyptus,patens,0.704,Australia,90,Australia
Myrtaceae,Eucalyptus,patens,0.699,Australia,90,Australia
Myrtaceae,Eucalyptus,pauciflora,0.527,Australia,90,Australia
Myrtaceae,Eucalyptus,pauciflora,0.581,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,pellita,0.818,Australia/PNG_(tropical),203,AustraliaTrop
Myrtaceae,Eucalyptus,pellita,0.807,Australia,90,Australia
Myrtaceae,Eucalyptus,pellita,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,pellita,0.53,Australia,60,Australia
Myrtaceae,Eucalyptus,pellita,0.76,Australia,60,Australia
Myrtaceae,Eucalyptus,pellita,0.63,Australia,60,Australia
Myrtaceae,Eucalyptus,petraea,1.007,Australia,90,Australia
Myrtaceae,Eucalyptus,phoenicea,0.792,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,phoenicea,0.832,Australia,90,Australia
Myrtaceae,Eucalyptus,pilligaensis,0.926,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,pilularis,0.733,Australia,90,Australia
Myrtaceae,Eucalyptus,pilularis,0.731,Australia,90,Australia
Myrtaceae,Eucalyptus,pilularis,0.801,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,piperita,0.709,Australia,90,Australia
Myrtaceae,Eucalyptus,piperita,0.652,Australia,90,Australia
Myrtaceae,Eucalyptus,planchoniana,0.719,Australia,90,Australia
Myrtaceae,Eucalyptus,planchoniana,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,platycorys,1.087,Australia,90,Australia
Myrtaceae,Eucalyptus,platyphylla,0.895,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,platyphylla,0.82,Australia,129,Australia
Myrtaceae,Eucalyptus,polyanthemos,0.902,Australia,90,Australia
Myrtaceae,Eucalyptus,polyanthemos,0.884,Australia,90,Australia
Myrtaceae,Eucalyptus,populnea,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,populnea,1.016,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,populnea,0.929,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,populnea,0.854,Australia,90,Australia
Myrtaceae,Eucalyptus,populnea,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,propinqua,0.908,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,propinqua,0.876,Australia,90,Australia
Myrtaceae,Eucalyptus,punctata,0.908,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,quadrangulata,0.69,Australia,90,Australia
Myrtaceae,Eucalyptus,quadrangulata,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,racemosa,0.581,Australia,90,Australia
Myrtaceae,Eucalyptus,racemosa,0.801,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,racemosa,0.801,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,racemosa,0.801,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,racemosa,0.922,Australia,90,Australia
Myrtaceae,Eucalyptus,racemosa,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,radiata,0.593,Australia,90,Australia
Myrtaceae,Eucalyptus,radiata,0.585,Australia,90,Australia
Myrtaceae,Eucalyptus,radiata,0.642,Australia,90,Australia
Myrtaceae,Eucalyptus,radiata,0.642,Australia,90,Australia
Myrtaceae,Eucalyptus,radiata,0.642,Australia,90,Australia
Myrtaceae,Eucalyptus,radiata,0.607,Australia,90,Australia
Myrtaceae,Eucalyptus,raveretiana,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,ravida,0.949,Australia,90,Australia
Myrtaceae,Eucalyptus,regnans,0.473,Australia,90,Australia
Myrtaceae,Eucalyptus,regnans,0.543,Australia,90,Australia
Myrtaceae,Eucalyptus,regnans,0.554,Australia,90,Australia
Myrtaceae,Eucalyptus,resinifera,0.803,Australia,90,Australia
Myrtaceae,Eucalyptus,resinifera,0.813,Australia,90,Australia
Myrtaceae,Eucalyptus,resinifera,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,rigidula,0.968,Australia,90,Australia
Myrtaceae,Eucalyptus,robusta,0.758,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,robusta,0.734,Australia,203,Australia
Myrtaceae,Eucalyptus,robusta,0.698,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,robusta,0.743,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,robusta,0.758,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,robusta,0.52,China,33,China
Myrtaceae,Eucalyptus,robusta,0.598,China,33,China
Myrtaceae,Eucalyptus,robusta,0.5,Australia,129,Australia
Myrtaceae,Eucalyptus,robusta,0.69,Australia,60,Australia
Myrtaceae,Eucalyptus,robusta,0.61,Australia,60,Australia
Myrtaceae,Eucalyptus,robusta,0.502,China,33,China
Myrtaceae,Eucalyptus,robusta,0.546,China,33,China
Myrtaceae,Eucalyptus,rossii,0.718,Australia,90,Australia
Myrtaceae,Eucalyptus,rossii,0.708,Australia,90,Australia
Myrtaceae,Eucalyptus,rubida,0.6,Australia,90,Australia
Myrtaceae,Eucalyptus,rubida,0.577,Australia,90,Australia
Myrtaceae,Eucalyptus,rubida,0.591,Australia,90,Australia
Myrtaceae,Eucalyptus,rudis,0.542,China,33,China
Myrtaceae,Eucalyptus,rudis,0.491,China,33,China
Myrtaceae,Eucalyptus,salicola,0.972,Australia,90,Australia
Myrtaceae,Eucalyptus,salicola,0.929,Australia,90,Australia
Myrtaceae,Eucalyptus,saligna,0.692,Australia,90,Australia
Myrtaceae,Eucalyptus,saligna,0.679,Australia,90,Australia
Myrtaceae,Eucalyptus,saligna,0.771,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,saligna,0.68,Australia,60,Australia
Myrtaceae,Eucalyptus,saligna,0.86,Australia,60,Australia
Myrtaceae,Eucalyptus,salmonophloia,0.904,Australia,90,Australia
Myrtaceae,Eucalyptus,salmonophloia,0.871,Australia,90,Australia
Myrtaceae,Eucalyptus,salmonophloia,0.897,Australia,90,Australia
