family,genus,species,wd,region,referenceNumber,regionId
Fabaceae,Eperua,falcata,0.75,South_America_(tropical),45,SouthAmericaTrop
Fabaceae,Eperua,falcata,0.72,South_America_(tropical),190,SouthAmericaTrop
Fabaceae,Eperua,falcata,0.78,South_America_(tropical),88,SouthAmericaTrop
Fabaceae,Eperua,glabriflora,0.759,South_America_(tropical),128,SouthAmericaTrop
Fabaceae,Eperua,grandiflora,0.792,South_America_(tropical),65,SouthAmericaTrop
Fabaceae,Eperua,grandiflora,0.57,South_America_(tropical),204,SouthAmericaTrop
Fabaceae,Eperua,grandiflora,0.75,South_America_(tropical),45,SouthAmericaTrop
Fabaceae,Eperua,sp,0.76,South_America_(tropical),35,SouthAmericaTrop
Fabaceae,Eperua,sp,0.78,South_America_(tropical),36,SouthAmericaTrop
Fabaceae,Eperua,jenmanii,0.8,South-East_Asia,136,SouthEastAsia
Fabaceae,Eperua,jenmanii,0.8,South_America_(tropical),204,SouthAmericaTrop
Fabaceae,Eperua,jenmanii,0.75,South_America_(tropical),45,SouthAmericaTrop
Fabaceae,Eperua,rubiginosa,0.74,South_America_(tropical),65,SouthAmericaTrop
Fabaceae,Eperua,rubiginosa,0.75,South_America_(tropical),45,SouthAmericaTrop
Annonaceae,Ephedranthus,amazonicus,0.816,South_America_(tropical),128,SouthAmericaTrop
Scrophulariaceae,Eremophila,fraseri,0.725,Australia,90,Australia
Scrophulariaceae,Eremophila,fraseri,0.892,Australia,90,Australia
Scrophulariaceae,Eremophila,interstans,0.81,Australia,90,Australia
Scrophulariaceae,Eremophila,longifolia,0.703,Australia,90,Australia
Scrophulariaceae,Eremophila,miniata,0.598,Australia,90,Australia
Scrophulariaceae,Eremophila,mitchellii,0.883,Australia/PNG_(tropical),90,AustraliaTrop
Scrophulariaceae,Eremophila,mitchellii,0.875,Australia/PNG_(tropical),90,AustraliaTrop
Scrophulariaceae,Eremophila,oldfieldii,0.72,Australia,90,Australia
Scrophulariaceae,Eremophila,oldfieldii,0.77,Australia,90,Australia
Malvaceae,Eribroma,oblongum,0.646,Africa_(tropical),1,AfricaTrop
Malvaceae,Eribroma,oblongum,0.63,Africa_(tropical),39,AfricaTrop
Malvaceae,Eribroma,oblongum,0.631,Africa_(tropical),85,AfricaTrop
Malvaceae,Eribroma,oblongum,0.61,Africa_(tropical),85,AfricaTrop
Malvaceae,Eribroma,oblongum,0.662,Africa_(tropical),98,AfricaTrop
Malvaceae,Eribroma,oblongum,0.577,Africa_(tropical),147,AfricaTrop
Malvaceae,Eribroma,oblongum,0.623,Africa_(tropical),147,AfricaTrop
Malvaceae,Eribroma,oblongum,0.682,Africa_(tropical),147,AfricaTrop
Malvaceae,Eribroma,oblongum,0.662,Africa_(tropical),182,AfricaTrop
Malvaceae,Eribroma,oblongum,0.69,Africa_(tropical),99,AfricaTrop
Malvaceae,Eribroma,oblongum,0.61,Africa_(tropical),104,AfricaTrop
Rosaceae,Eriobotrya,bengalensis,0.73,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Rosaceae,Eriobotrya,deflexa,0.779,China,33,China
Rosaceae,Eriobotrya,deflexa,0.772,China,33,China
Rosaceae,Eriobotrya,japonica,0.88,India,26,India
Sapindaceae,Eriocoelum,microspermum,0.523,Africa_(tropical),85,AfricaTrop
Boraginaceae,Eriodictyon,californicum,0.54,NorthAmerica,3,NorthAmerica
Malvaceae,Eriolaena,candollei,0.703,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Malvaceae,Eriotheca,candolleana,0.43,South_America_(extratropical),114,SouthAmericaExtraTrop
Malvaceae,Eriotheca,crassa,0.5,South_America_(tropical),64,SouthAmericaTrop
Malvaceae,Eriotheca,crassa,0.52,South_America_(tropical),45,SouthAmericaTrop
Malvaceae,Eriotheca,globosa,0.41,South_America_(tropical),45,SouthAmericaTrop
Malvaceae,Eriotheca,longipedicellata,0.45,South_America_(tropical),141,SouthAmericaTrop
Malvaceae,Eriotheca,longipedicellata,0.52,South_America_(tropical),44,SouthAmericaTrop
Malvaceae,Eriotheca,longipedicellata,0.48,South_America_(tropical),47,SouthAmericaTrop
Malvaceae,Eriotheca,pentaphylla,0.43,South_America_(extratropical),114,SouthAmericaExtraTrop
Malvaceae,Eriotheca,ruizii,0.39,South_America_(tropical),44,SouthAmericaTrop
Malvaceae,Eriotheca,surinamensis,0.41,South_America_(tropical),45,SouthAmericaTrop
Vochysiaceae,Erisma,calcaratum,0.68,South_America_(tropical),134,SouthAmericaTrop
Vochysiaceae,Erisma,fuscum,0.56,South_America_(tropical),56,SouthAmericaTrop
Vochysiaceae,Erisma,nitidum,0.52,South_America_(tropical),45,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.45,South_America_(tropical),141,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.52,South_America_(tropical),35,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.75,South_America_(tropical),114,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.6,South_America_(tropical),115,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.549,South_America_(tropical),185,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.48,South_America_(tropical),64,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.508,South_America_(tropical),30,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.41,South_America_(tropical),204,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.47,South_America_(tropical),77,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.46,South_America_(tropical),47,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.57,South_America_(tropical),140,SouthAmericaTrop
Vochysiaceae,Erisma,uncinatum,0.51,South_America_(tropical),188,SouthAmericaTrop
Vochysiaceae,Erismadelphus,exsul,0.588,Africa_(tropical),85,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.52,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.56,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.56,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.575,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.58,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.604,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.628,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.698,Africa_(tropical),147,AfricaTrop
Vochysiaceae,Erismadelphus,exsul,0.758,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrina,abyssinica,0.426,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Erythrina,berteroana,0.3,Central_America_(tropical),111,CentralAmericaTrop
Fabaceae,Erythrina,crista-galli,0.31,South_America_(extratropical),114,SouthAmericaExtraTrop
Fabaceae,Erythrina,crista-galli,0.258,South_America_(extratropical),66,SouthAmericaExtraTrop
Fabaceae,Erythrina,crista-galli,0.235,South_America_(extratropical),46,SouthAmericaExtraTrop
Fabaceae,Erythrina,dominguezii,0.258,South_America_(extratropical),66,SouthAmericaExtraTrop
Fabaceae,Erythrina,edulis,0.22,South_America_(tropical),44,SouthAmericaTrop
Fabaceae,Erythrina,falcata,0.32,South_America_(extratropical),114,SouthAmericaExtraTrop
Fabaceae,Erythrina,folkersii,0.38,Mexico,23,Mexico
Fabaceae,Erythrina,fusca,0.37,South_America_(extratropical),114,SouthAmericaExtraTrop
Fabaceae,Erythrina,fusca,0.224,South_America_(tropical),52,SouthAmericaTrop
Fabaceae,Erythrina,fusca,0.33,South_America_(tropical),134,SouthAmericaTrop
Fabaceae,Erythrina,fusca,0.27,South_America_(tropical),45,SouthAmericaTrop
Fabaceae,Erythrina,sp,0.715,Africa_(tropical),183,AfricaTrop
Fabaceae,Erythrina,indica,0.32,India,26,India
Fabaceae,Erythrina,lanata,0.32,Mexico,23,Mexico
Fabaceae,Erythrina,latissima,0.318,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Erythrina,lysistemon,0.331,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Erythrina,merrilliana,0.207,Australia/PNG_(tropical),27,AustraliaTrop
Fabaceae,Erythrina,poeppigiana,0.41,South_America_(extratropical),114,SouthAmericaExtraTrop
Fabaceae,Erythrina,poeppigiana,0.2,South_America_(tropical),204,SouthAmericaTrop
Fabaceae,Erythrina,smithiana,0.19,South_America_(tropical),18,SouthAmericaTrop
Fabaceae,Erythrina,stricta,0.22,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Fabaceae,Erythrina,suberosa,0.224,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Fabaceae,Erythrina,subumbrans,0.23,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Erythrina,ulei,0.111,South_America_(tropical),198,SouthAmericaTrop
Fabaceae,Erythrina,variegata,0.28,South_America_(tropical),204,SouthAmericaTrop
Fabaceae,Erythrina,vespertilio,0.164,Australia/PNG_(tropical),90,AustraliaTrop
Fabaceae,Erythrina,vogelii,0.254,Africa_(tropical),85,AfricaTrop
Fabaceae,Erythrina,vogelii,0.232,Africa_(tropical),147,AfricaTrop
Rutaceae,Erythrochiton,fallax,0.45,South_America_(tropical),187,SouthAmericaTrop
Fabaceae,Erythrophleum,africanum,0.878,Africa_(tropical),137,AfricaTrop
Fabaceae,Erythrophleum,africanum,0.827,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Erythrophleum,chlorostachys,1.035,Australia,90,Australia
Fabaceae,Erythrophleum,chlorostachys,1.05,Australia/PNG_(tropical),90,AustraliaTrop
Fabaceae,Erythrophleum,chlorostachys,1.035,Australia,90,Australia
Fabaceae,Erythrophleum,chlorostachys,1.05,Australia/PNG_(tropical),90,AustraliaTrop
Fabaceae,Erythrophleum,chlorostachys,1.016,Australia,90,Australia
Fabaceae,Erythrophleum,densiflorum,0.66,South-East_Asia_(tropical),122,SouthEastAsiaTrop
Fabaceae,Erythrophleum,fordii,0.76,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Fabaceae,Erythrophleum,sp,0.72,Africa_(tropical),183,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.75,Africa_(tropical),136,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.818,Africa_(tropical),1,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.72,Africa_(tropical),85,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.731,Africa_(tropical),98,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.792,Africa_(tropical),131,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.774,Africa_(tropical),137,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.713,Africa_(tropical),143,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.691,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.725,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.775,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.789,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.838,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.839,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.87,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.7,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.727,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.727,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.856,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.87,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,ivorense,0.775,South-East_Asia_(tropical),13,SouthEastAsiaTrop
Fabaceae,Erythrophleum,lasianthum,0.842,Africa_(tropical),182,AfricaTrop
Fabaceae,Erythrophleum,suaveolens,0.58,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Erythrophleum,suaveolens,0.818,Africa_(tropical),1,AfricaTrop
Fabaceae,Erythrophleum,suaveolens,0.752,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,suaveolens,0.944,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,suaveolens,0.979,Africa_(tropical),147,AfricaTrop
Fabaceae,Erythrophleum,suaveolens,0.87,Africa_(tropical),182,AfricaTrop
Fabaceae,Erythrophleum,suaveolens,0.827,Africa_(extratropical),72,AfricaExtraTrop
Achariaceae,Erythrospermum,candidum,0.42,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Erythroxylaceae,Erythroxylum,amazonicum,0.71,South_America_(tropical),45,SouthAmericaTrop
Erythroxylaceae,Erythroxylum,citrifolium,0.71,South_America_(tropical),45,SouthAmericaTrop
Erythroxylaceae,Erythroxylum,cuneatum,0.68,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Erythroxylaceae,Erythroxylum,cuneatum,0.71,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Erythroxylaceae,Erythroxylum,deciduum,0.81,South_America_(extratropical),114,SouthAmericaExtraTrop
Erythroxylaceae,Erythroxylum,ecarinatum,0.814,Australia/PNG_(tropical),90,AustraliaTrop
Erythroxylaceae,Erythroxylum,ecarinatum,0.75,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Erythroxylaceae,Erythroxylum,ellipticum,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Erythroxylaceae,Erythroxylum,emarginatum,0.784,Africa_(extratropical),72,AfricaExtraTrop
Erythroxylaceae,Erythroxylum,frangulifolium,0.956,South_America_(extratropical),121,SouthAmericaExtraTrop
Erythroxylaceae,Erythroxylum,frangulifolium,0.98,South_America_(extratropical),121,SouthAmericaExtraTrop
Erythroxylaceae,Erythroxylum,glaucum,0.71,South_America_(tropical),44,SouthAmericaTrop
Erythroxylaceae,Erythroxylum,havanense,0.99,Mexico,23,Mexico
Erythroxylaceae,Erythroxylum,kapplerianum,0.71,South_America_(tropical),45,SouthAmericaTrop
Erythroxylaceae,Erythroxylum,macrophyllum,0.71,South_America_(tropical),44,SouthAmericaTrop
Erythroxylaceae,Erythroxylum,mannii,0.542,Africa_(tropical),1,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.5,Africa_(tropical),85,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.559,Africa_(tropical),98,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.544,Africa_(tropical),147,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.557,Africa_(tropical),147,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.6,Africa_(tropical),147,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.602,Africa_(tropical),147,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.465,Africa_(tropical),181,AfricaTrop
Erythroxylaceae,Erythroxylum,mannii,0.552,Africa_(tropical),182,AfricaTrop
Erythroxylaceae,Erythroxylum,pulchrum,1.071,South_America_(extratropical),121,SouthAmericaExtraTrop
Erythroxylaceae,Erythroxylum,squamatum,0.71,South_America_(tropical),45,SouthAmericaTrop
Erythroxylaceae,Erythroxylum,zambesiacum,0.87,Africa_(extratropical),72,AfricaExtraTrop
Escalloniaceae,Escallonia,millegrana,0.542,South_America_(extratropical),48,SouthAmericaExtraTrop
Escalloniaceae,Escallonia,myrtilloides,0.67,South_America_(tropical),44,SouthAmericaTrop
Escalloniaceae,Escallonia,poasana,0.49,Central_America_(tropical),116,CentralAmericaTrop
Lecythidaceae,Eschweilera,alata,0.964,South_America_(tropical),65,SouthAmericaTrop
Lecythidaceae,Eschweilera,albiflora,0.86,South_America_(tropical),44,SouthAmericaTrop
Lecythidaceae,Eschweilera,amazonica,0.9,South_America_(tropical),188,SouthAmericaTrop
Lecythidaceae,Eschweilera,amazoniciformis,0.823,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,atropetiolata,0.753,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,carinata,0.782,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,collina,0.735,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,collina,0.822,South_America_(tropical),166,SouthAmericaTrop
Lecythidaceae,Eschweilera,congestiflora,0.86,South_America_(tropical),45,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.83,South_America_(tropical),141,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,1.13,South_America_(tropical),114,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.955,South_America_(tropical),185,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.83,South_America_(tropical),64,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.861,South_America_(tropical),65,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.904,South_America_(tropical),30,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.827,South_America_(tropical),189,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.699,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.86,South_America_(tropical),45,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.789,South_America_(tropical),166,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.81,South_America_(tropical),92,SouthAmericaTrop
Lecythidaceae,Eschweilera,coriacea,0.73,South_America_(tropical),188,SouthAmericaTrop
Lecythidaceae,Eschweilera,fracta,0.76,South_America_(tropical),41,SouthAmericaTrop
Lecythidaceae,Eschweilera,gigantea,0.78,South_America_(tropical),15,SouthAmericaTrop
Lecythidaceae,Eschweilera,grandiflora,1.0,South_America_(tropical),115,SouthAmericaTrop
Lecythidaceae,Eschweilera,grandiflora,0.752,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,sp,0.77,South_America_(tropical),35,SouthAmericaTrop
Lecythidaceae,Eschweilera,sp,0.785,South_America_(tropical),36,SouthAmericaTrop
Lecythidaceae,Eschweilera,sp,0.72,South_America_(tropical),20,SouthAmericaTrop
Lecythidaceae,Eschweilera,juruensis,0.96,South_America_(tropical),15,SouthAmericaTrop
Lecythidaceae,Eschweilera,longipes,0.69,South_America_(tropical),41,SouthAmericaTrop
Lecythidaceae,Eschweilera,micrantha,0.86,South_America_(tropical),44,SouthAmericaTrop
Lecythidaceae,Eschweilera,odora,0.69,South_America_(tropical),41,SouthAmericaTrop
Lecythidaceae,Eschweilera,odora,0.8,South_America_(tropical),56,SouthAmericaTrop
Lecythidaceae,Eschweilera,odora,0.9,South_America_(tropical),56,SouthAmericaTrop
Lecythidaceae,Eschweilera,ovata,1.03,South_America_(tropical),114,SouthAmericaTrop
Lecythidaceae,Eschweilera,ovata,0.86,South_America_(tropical),44,SouthAmericaTrop
Lecythidaceae,Eschweilera,ovata,0.81,South_America_(tropical),88,SouthAmericaTrop
Lecythidaceae,Eschweilera,parviflora,0.88,South_America_(tropical),141,SouthAmericaTrop
Lecythidaceae,Eschweilera,parviflora,0.956,South_America_(tropical),57,SouthAmericaTrop
Lecythidaceae,Eschweilera,parvifolia,0.86,South_America_(tropical),44,SouthAmericaTrop
Lecythidaceae,Eschweilera,parvifolia,0.86,South_America_(tropical),44,SouthAmericaTrop
Lecythidaceae,Eschweilera,pedicellata,1.016,South_America_(tropical),30,SouthAmericaTrop
Lecythidaceae,Eschweilera,pedicellata,0.85,South_America_(tropical),204,SouthAmericaTrop
Lecythidaceae,Eschweilera,pedicellata,0.86,South_America_(tropical),45,SouthAmericaTrop
Lecythidaceae,Eschweilera,pittieri,0.86,South_America_(tropical),44,SouthAmericaTrop
Lecythidaceae,Eschweilera,potaroensis,0.81,South_America_(tropical),180,SouthAmericaTrop
Lecythidaceae,Eschweilera,rodriguesiana,0.762,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,sagotiana,0.82,South_America_(tropical),141,SouthAmericaTrop
Lecythidaceae,Eschweilera,sagotiana,0.73,South_America_(tropical),204,SouthAmericaTrop
Lecythidaceae,Eschweilera,sagotiana,0.86,South_America_(tropical),45,SouthAmericaTrop
Lecythidaceae,Eschweilera,sagotiana,0.79,South_America_(tropical),47,SouthAmericaTrop
Lecythidaceae,Eschweilera,simiorum,0.86,South_America_(tropical),45,SouthAmericaTrop
Lecythidaceae,Eschweilera,subglandulosa,0.88,South_America_(tropical),141,SouthAmericaTrop
Lecythidaceae,Eschweilera,subglandulosa,0.87,South_America_(tropical),191,SouthAmericaTrop
Lecythidaceae,Eschweilera,subglandulosa,0.715,South_America_(tropical),30,SouthAmericaTrop
Lecythidaceae,Eschweilera,subglandulosa,0.86,South_America_(tropical),45,SouthAmericaTrop
Lecythidaceae,Eschweilera,subglandulosa,0.96,South_America_(tropical),190,SouthAmericaTrop
Lecythidaceae,Eschweilera,tenax,0.62,South_America_(tropical),141,SouthAmericaTrop
Lecythidaceae,Eschweilera,tenax,0.663,South_America_(tropical),65,SouthAmericaTrop
Lecythidaceae,Eschweilera,tenax,0.861,South_America_(tropical),189,SouthAmericaTrop
Lecythidaceae,Eschweilera,tenuifolia,0.77,South_America_(tropical),134,SouthAmericaTrop
Lecythidaceae,Eschweilera,tessmannii,0.789,South_America_(tropical),128,SouthAmericaTrop
Lecythidaceae,Eschweilera,timbuchensis,0.67,South_America_(tropical),146,SouthAmericaTrop
Lecythidaceae,Eschweilera,timbuchensis,0.76,South_America_(tropical),18,SouthAmericaTrop
Lecythidaceae,Eschweilera,timbuchensis,0.79,South_America_(tropical),2,SouthAmericaTrop
Lecythidaceae,Eschweilera,wachenheimii,0.861,South_America_(tropical),57,SouthAmericaTrop
Lecythidaceae,Eschweilera,wachenheimii,0.75,South_America_(tropical),128,SouthAmericaTrop
Rutaceae,Esenbeckia,grandiflora,1.076,South_America_(extratropical),121,SouthAmericaExtraTrop
Rutaceae,Esenbeckia,leiocarpa,0.96,South_America_(extratropical),114,SouthAmericaExtraTrop
Rutaceae,Esenbeckia,leiocarpa,0.968,South_America_(extratropical),121,SouthAmericaExtraTrop
Rutaceae,Esenbeckia,nesiotica,1.19,Mexico,23,Mexico
Fabaceae,Etaballia,dubia,0.92,South_America_(tropical),44,SouthAmericaTrop
Myrtaceae,Eucalyptopsis,papuana,0.46,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Myrtaceae,Eucalyptus,accedens,0.896,Australia,90,Australia
Myrtaceae,Eucalyptus,acmenoides,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,agglomerata,0.602,Australia,90,Australia
Myrtaceae,Eucalyptus,alba,0.87,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,alba,0.916,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,alba,0.83,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,alba,0.895,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,alba,0.72,Australia,129,Australia
Myrtaceae,Eucalyptus,alba,0.87,Australia/PNG_(tropical),27,AustraliaTrop
Myrtaceae,Eucalyptus,albens,0.932,Australia,90,Australia
Myrtaceae,Eucalyptus,albens,0.94,Australia,90,Australia
Myrtaceae,Eucalyptus,albens,0.956,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,amplifolia,0.738,Australia,90,Australia
Myrtaceae,Eucalyptus,amygdalina,0.612,Australia,90,Australia
Myrtaceae,Eucalyptus,andrewsii,0.684,Australia,90,Australia
Myrtaceae,Eucalyptus,andrewsii,0.728,Australia,90,Australia
Myrtaceae,Eucalyptus,andrewsii,0.728,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,andrewsii,0.758,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,annulata,0.826,Australia,90,Australia
Myrtaceae,Eucalyptus,argophloia,0.908,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,astringens,0.808,Australia,90,Australia
Myrtaceae,Eucalyptus,astringens,0.842,Australia,90,Australia
Myrtaceae,Eucalyptus,baileyana,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,baileyana,0.752,Australia,90,Australia
Myrtaceae,Eucalyptus,bancroftii,0.737,Australia,90,Australia
Myrtaceae,Eucalyptus,bancroftii,0.792,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,baueriana,0.732,Australia,90,Australia
Myrtaceae,Eucalyptus,baueriana,0.788,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,baxteri,0.673,Australia,90,Australia
Myrtaceae,Eucalyptus,baxteri,0.658,Australia,90,Australia
Myrtaceae,Eucalyptus,blakelyi,0.736,Australia,90,Australia
Myrtaceae,Eucalyptus,blakelyi,0.908,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,blaxlandii,0.593,Australia,90,Australia
Myrtaceae,Eucalyptus,bosistoana,0.921,Australia,90,Australia
Myrtaceae,Eucalyptus,bosistoana,0.927,Australia,90,Australia
Myrtaceae,Eucalyptus,botryoides,0.751,Australia,90,Australia
Myrtaceae,Eucalyptus,botryoides,0.755,Australia,90,Australia
Myrtaceae,Eucalyptus,botryoides,0.639,Australia,90,Australia
Myrtaceae,Eucalyptus,brassiana,0.895,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,brassiana,0.78,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,bridgesiana,0.67,Australia,90,Australia
Myrtaceae,Eucalyptus,bridgesiana,0.805,Australia,90,Australia
Myrtaceae,Eucalyptus,bridgesiana,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,bridgesiana,0.771,Australia,90,Australia
Myrtaceae,Eucalyptus,bridgesiana,0.805,Australia,90,Australia
Myrtaceae,Eucalyptus,bridgesiana,0.857,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,brockwayi,0.97,Australia,90,Australia
Myrtaceae,Eucalyptus,brownii,1.016,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,caleyi,0.938,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,calophylla,0.706,Australia,90,Australia
Myrtaceae,Eucalyptus,calophylla,0.669,Australia,90,Australia
Myrtaceae,Eucalyptus,calycogona,0.929,Australia,90,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.73,Australia,90,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.771,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,camaldulensis,0.973,Australia,203,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.723,Australia,203,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.809,Australia,203,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.786,Australia,203,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.744,Australia,90,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.73,Australia,90,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.771,Australia/PNG_(tropical),90,AustraliaTrop
Myrtaceae,Eucalyptus,camaldulensis,0.757,Australia,90,Australia
Myrtaceae,Eucalyptus,camaldulensis,0.57,China,33,China
Myrtaceae,Eucalyptus,camaldulensis,0.692,China,33,China
Myrtaceae,Eucalyptus,camaldulensis,0.48,Australia,60,Australia
